Gene,EntrezID,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_I,17_I,18_I,19_I,20_I,21_I,22_I,23_M,24_M,25_M,26_M,27_M,28_M,29_M,30_M,31_S,32_S,33_S,34_S,35_S,36_S,37_S
RSU1,6251,6.2326895,6.431418,6.443364,6.2631925,6.5196985,6.318609,6.3144755,6.2337835,6.268363,6.3016695,6.2314785,6.281937,6.185066,6.3957115,6.424477,6.152931,6.291027,6.2870385,6.296451,6.1434325,6.2451555,6.613549,6.2943065,6.1962585,6.2150325,6.2834505,6.444535,6.189665,6.053197,6.147108,6.1786965
RTCA,8634,4.9368445,5.36508,4.9059765,5.420716,4.618265,4.976556,5.1934375,4.764062,4.645743,4.6521665,4.6011995,5.5053635,5.029318,5.175366,4.9356165,4.740455,4.715688,4.754844,4.5407975,4.52371,4.70317,5.0654685,4.682085,4.5780215,4.6155495,5.0279715,4.5763645,4.4128405,4.4834655,4.644691,5.7823665
RTCB,51493,8.218889214,8.132728103,7.880533575,8.27751753,7.961676382,8.18204148,8.189921138,8.038023847,7.748369319,7.884454409,7.738226409,8.186846486,7.973835428,8.371566831,8.223002057,7.908620318,7.590880523,8.042640535,7.842730959,8.146109799,8.007244319,8.151424966,8.112324008,8.129937011,8.086563031,8.352266238,7.939188559,8.026957514,7.889649875,7.942057927,8.544392055
RTEL1,51750,5.686209,5.69840075,5.86443525,5.61513475,5.7556515,5.62195125,5.587052,5.7055065,5.899646,5.69736,6.32160425,5.5931665,5.585314,5.6825585,5.57874225,5.77676925,5.84767725,5.7713795,5.870348,5.740319,5.64145525,5.4858295,5.64679325,5.83260175,5.74848825,5.52606225,6.00366175,5.86605575,5.74942525,5.78693475,5.56792325
RTF1,23168,7.2377515,7.5170435,7.9381965,7.8693545,7.3549025,7.1055385,7.6408235,6.6626735,7.1224945,7.090054,6.81517,7.8852015,7.4343095,7.2713205,7.3903915,6.9688685,7.1148375,7.3604995,7.3317135,7.497603,7.4280395,7.3502605,7.078533,6.813265,6.929673,6.7825865,6.68242,7.030209,7.170256,6.8055195,7.3666625
RTF2,51507,8.057434,7.510351,7.876265,7.964475,8.090133,8.114042,8.028606,7.862667,7.92448,7.275728,7.688343,7.992366,7.933426,8.520757,8.422206,7.71269,7.934149,7.86388,8.148568,7.899948,7.981457,8.404098,8.183133,8.123966,7.617815,8.156352,7.477708,7.080055,8.017827,7.427013,8.417826
RTL10,79680,6.23812,6.288076,6.364605,6.160755,6.410955,6.257659,6.307632,6.363045,6.5037,6.273285,6.901696,6.339328,6.18424,6.216264,6.457976,6.17835,6.594879,6.342458,6.648217,6.444818,6.254661,6.447403,6.45043,6.310119,6.509707,6.078398,6.721756,6.485772,6.363045,6.366433,6.314108
RTL8A,26071,7.369993,7.621721,7.706293,7.506701,7.263096,7.27177,7.417485,7.287659,6.865879,7.639285,6.888879,7.269658,7.023957,7.6762,7.144567,6.965061,7.289709,7.266541,6.897497,7.291728,7.159543,7.27177,7.075159,7.02985,7.497327,7.435271,7.112795,7.27177,7.151938,7.200391,7.558994
RTL8C,8933,11.03116,12.00526,11.73233,11.42502,10.76632,11.02262,11.31257,10.92381,10.84073,11.31999,10.18404,11.32337,10.89332,11.30333,10.75128,10.87636,10.84011,11.141,10.65032,11.24107,10.77305,10.84,10.62783,10.16933,10.9359,10.72188,10.29177,11.25814,10.51249,11.14125,11.0694
RTN1,6252,10.33982,11.26278,10.982355,11.517385,9.833985,10.749015,11.167005,9.4444255,10.3099555,10.0788185,8.613297,11.296275,10.79628,10.181632,10.400695,10.42607,9.7394375,10.290418,9.7476855,10.801515,10.576895,10.323685,9.971313,9.107406,9.240921,10.37986,8.1319025,9.8355065,9.0289945,8.779581,10.618815
RTN2,6253,7.6803475,7.822034,7.8549515,7.793093,7.7078855,7.6151635,7.7566535,7.1738735,7.7082255,7.195527,7.5664935,7.830747,7.489695,7.133746,7.4077395,7.7289205,7.4580505,7.821628,7.754806,7.819784,7.7044965,6.913518,7.4742355,7.3885735,7.6956645,7.5062265,7.044317,7.9417965,7.128916,7.0168,6.9404095
RTN3,10313,11.2801,11.66235,11.55471,12.02434,11.28785,11.48647,11.71161,10.88801,10.99004,10.91618,10.09018,11.84248,11.40347,11.32919,11.15398,11.66963,10.95338,11.44569,10.81557,11.83994,11.36034,11.35257,10.98784,10.86416,10.57279,11.63701,8.414496,10.82422,10.54341,10.4413,11.97737
RTN4,57142,10.98234667,11.23970667,11.05558333,11.44412333,10.67531133,10.99156667,11.06097,10.85423,10.64410333,10.80915333,9.374333667,11.20660667,11.11035,11.32789667,11.04272,10.826949,10.29483233,10.79504667,10.594686,10.792085,10.94494333,11.15487667,11.15216667,11.22871,11.00641667,11.09118,9.878822667,10.82816,10.37329667,10.44214767,11.45364
RTP4,64108,5.839745,5.800092,5.827359,5.365995,5.87912,5.805682,5.731718,6.036597,5.777842,6.076812,5.898334,5.658705,6.129422,5.749303,5.965265,5.894124,6.052997,5.900999,5.700353,5.690312,5.767525,6.045996,5.986192,6.024206,6.642389,5.643008,6.511271,6.172025,6.228672,6.105689,5.833229
RTRAF,51637,8.658567,9.149654,8.640558,8.384614,8.538973,8.486069,8.957245,8.196868,8.169678,8.298028,6.769981,8.786977,8.574951,9.220567,8.647699,8.29756,8.028271,8.407697,8.453694,8.397782,8.369204,8.792195,8.645002,8.485376,8.460788,9.072836,7.198148,8.415361,8.204339,7.996856,9.107837
RUBCN,9711,7.541516,7.488509,7.8256815,7.5799495,7.753468,7.5117625,7.6594415,7.8206345,7.609961,7.8346615,7.415051,7.510635,7.424464,7.500945,7.5345635,7.698298,7.48436,7.47339,7.9044385,7.586968,7.4719415,7.5437955,7.7096785,7.554267,8.063744,7.490195,7.422944,7.8118845,7.796579,7.7682245,7.1600285
RUBCNL,80183,5.8327805,5.7236555,5.8648805,5.5965995,5.6623265,5.7395635,5.65439,5.658955,5.629236,5.683546,5.508392,5.6798835,5.6461065,5.6011055,5.845325,5.580128,5.562211,5.7661625,5.5603475,5.692291,5.902641,5.718351,5.5014715,5.3173855,5.690671,6.284226,5.411952,5.576318,5.669061,5.528833,5.8414645
RUFY1,80230,8.632989,8.639378,9.06557,8.235796,9.176939,8.466757,8.374609,8.508165,8.592344,9.06848,8.259306,8.353892,8.596739,8.549909,8.675585,8.415996,9.056329,8.534791,9.085211,8.617364,8.97436,8.760361,8.700007,9.063815,9.187257,8.608192,8.768456,9.08227,9.101059,8.70558,8.455228
RUFY3,22902,7.2317644,7.190647,7.2025652,7.5842644,7.1397786,7.3262406,7.3467712,7.2560058,7.0954122,6.992196,6.557168,7.5123044,7.3604894,7.4644786,7.2708758,7.263705,6.9898652,7.124143,7.2741554,7.239917,7.1265934,7.2906084,7.2899888,6.9293036,6.9939032,7.2225904,6.710055,6.804467,6.8647386,6.7671774,7.5464114
RUNDC3A,10900,9.2390565,9.0713235,9.377,9.3431135,9.461364,9.319747,9.533706,8.8042635,9.118084,8.803378,9.379175,9.537931,9.1719245,8.697887,8.8088375,9.184585,8.9702085,9.4826475,9.441948,9.220822,9.294954,8.5211435,9.09549,8.678785,8.838085,8.929597,8.290265,9.0522105,8.681653,8.78948,8.706908
RUNDC3B,154661,7.053094,7.700307,7.692131,7.811493,6.888958,7.24674,7.224317,6.750232,6.323907,7.543192,6.800179,7.361889,7.065317,6.742294,6.901678,7.152175,7.281929,7.288972,7.681591,7.896161,7.299148,7.088413,6.962389,6.706245,6.692826,7.21589,6.246299,7.189328,6.251998,6.344224,7.167231
RUNX1,861,5.2488471,5.0134702,5.1388355,4.9746461,5.2065597,5.1544482,5.0373248,5.3054823,5.3170092,5.2384839,5.8850729,5.1194718,5.1817402,4.9744182,5.1278805,5.3457251,5.3697716,5.1570063,5.2509391,5.1439797,5.173763,5.0342969,5.2789354,5.2649225,5.3098403,4.9661879,5.5705834,5.3358112,5.3372266,5.3862977,5.0906598
RUNX1-IT1,80215,5.941524,6.041796,6.236462,5.872155,6.41143,6.095334,5.909846,6.350539,6.321706,6.097557,6.627117,5.840061,6.294532,6.044825,6.074827,6.129059,6.32927,6.163404,6.51986,5.954064,6.258548,5.889964,6.204708,6.584897,6.769983,5.654777,6.382957,6.227027,6.37905,6.586531,5.935707
RUNX1T1,862,5.80290375,5.838077,6.3955315,6.3429965,6.0154285,5.89351525,5.747975,5.918232,5.94252175,6.05824825,6.057677,5.97198075,5.73999775,5.745128,5.83073675,5.84757625,5.98905225,5.8707295,5.9644865,6.28122475,5.699638,5.76416975,5.948183,5.6219495,5.99188775,5.5472195,6.23097225,5.91858975,5.699641,5.870003,5.36913375
RUNX2,860,5.428198,5.252691333,5.288126,5.107858667,5.316581667,5.373296333,5.318103667,5.448374,5.680310333,5.468867667,5.934754333,5.310539,5.428619,5.264507,5.295642667,5.524927333,5.443011667,5.369732667,5.440345,5.393824667,5.386013333,5.097742333,5.486452667,5.530138667,5.530768,5.184940333,5.809044,5.467268667,5.497244,5.583631333,5.222126667
RUNX3,864,5.1794805,5.167912,5.2500405,4.792491,5.1588605,5.0465025,4.9576575,5.2603155,5.2433775,5.386855,5.356745,5.0952805,5.1495535,5.1438895,5.206464,5.3416155,5.592785,5.2885675,5.3177865,5.097953,5.11036,4.997067,5.133337,5.322398,5.2462015,5.2579255,5.912187,5.340716,5.326891,5.5822185,5.128273
RUSC1,23623,8.991839,9.375713,8.943567,9.375242,9.094526,9.056426,9.222768,8.860518,8.80107,9.237349,8.997143,9.104744,9.083504,8.775488,8.598592,9.398049,8.81208,9.046896,8.649682,9.233844,8.836457,8.536137,8.500656,8.287777,8.614066,9.132642,8.659877,9.153625,8.64616,8.79713,8.479389
RUSC2,9853,8.546607,8.417273,8.597718,8.617688,8.512499,8.585395,8.530977,8.434224,8.40432,8.307989,8.970722,8.610982,8.410628,8.515028,8.211456,8.578022,8.875074,8.667166,8.876243,8.774084,8.346423,8.114971,8.474918,8.34663,8.504489,8.457423,8.422485,8.266834,8.352038,8.256771,8.118605
RUSF1,64755,6.476839,6.3667905,6.7209,6.5868295,6.562661,6.651303,6.858705,6.1590225,6.4793665,6.1359305,6.467285,6.9185675,6.4970915,6.58033,6.513309,6.2196665,6.5527595,6.63571,6.2527075,6.7308425,6.381373,6.4471965,6.4177435,6.3225365,6.1013185,6.278388,6.5159865,6.3928565,6.3069035,6.1956295,6.9915765
RUVBL1,8607,6.857957,6.747925,6.707911,6.560244,6.549586,6.497612,6.681505,6.495385,6.486013,6.579034,6.398657,6.662864,6.80175,6.522474,6.590122,6.659002,6.409258,6.625425,6.384714,6.437135,6.51811,6.580332,6.457309,6.408792,6.614522,6.582215,6.513985,6.596822,6.673772,6.406358,6.622023
RUVBL2,10856,7.847381845,8.057238302,8.545492691,8.357179053,8.221088664,8.254033214,8.459557838,7.888345094,7.737992421,7.658293107,7.895915217,8.337825377,7.824918691,8.211801341,7.866704476,8.255152642,8.194028334,8.316937078,8.313047218,8.25978148,8.109264732,7.998503345,7.786300387,8.035391365,7.767419728,8.38162095,8.088483338,7.80550766,8.033597493,7.58826065,7.983157079
RWDD1,51389,7.802399,8.120625,7.630148,7.773623,7.861978,7.860449,7.763433,7.514508,7.314665,7.726674,6.463879,7.739151,7.688175,8.095317,7.607986,7.895228,7.170931,7.499894,7.76671,7.501982,7.648252,8.023333,7.818798,7.830519,7.946863,8.09551,6.790605,7.849009,7.384122,7.373955,8.215265
RWDD2A,112611,4.989668,5.531551,4.935758,5.702357,4.749162,5.077027,5.45281,4.846002,4.603649,4.938575,4.41728,5.20296,4.939955,4.904481,4.939955,5.105063,4.693967,4.989483,4.549171,5.390682,4.542714,4.982527,4.682568,4.120332,4.621878,4.983463,4.351459,4.982997,4.240997,4.782135,5.194622
RWDD2B,10069,7.774595,7.949377,7.959595,7.748376,7.650766,7.585521,7.927144,7.886938,7.861518,8.008827,8.254976,7.573437,7.752638,7.715345,7.587753,8.048864,7.910708,7.854296,7.615224,7.890592,7.472342,7.695592,7.516116,7.717568,7.872604,7.417797,7.92575,7.985634,7.698098,7.84667,7.65453
RWDD3,25950,4.692864,4.856454,5.018147,4.858617,4.807737,4.858617,4.897062,4.680397,4.772268,4.743634,4.553495,4.90472,5.147033,4.998657,4.847903,4.673426,4.739121,5.136186,4.90736,4.962576,5.347547,5.345029,4.775562,4.579097,4.725115,4.886621,4.251766,4.671513,4.949748,4.591299,5.527302
RXFP3,51289,4.3581,4.402398,4.319161,4.330604,4.377826,4.427308,4.405438,4.431153,4.620408,4.487638,4.731266,4.454089,4.509699,4.320365,4.439222,4.474284,4.431225,4.471047,4.433759,4.38303,4.439222,4.37472,4.492062,4.555743,4.387867,4.333391,4.89836,4.480432,4.395993,4.571587,4.452989
RXRA,6256,6.7016005,6.6935,7.290818,6.620762,6.937348,6.7839705,6.674546,6.722769,6.9141655,6.9670215,7.128467,6.796475,6.72407,6.575089,7.011989,6.770112,7.0479245,6.8457795,7.309883,6.8188875,6.983416,6.9202215,6.894148,7.0404005,7.1339245,6.854738,7.241079,7.104431,7.1826085,7.1105825,6.563469
RXRB,6257,6.169067667,6.172488667,6.091735,6.171349,6.008759667,6.197526667,6.302774667,6.322801,6.196721333,6.340894,6.473550333,6.157262333,6.214674667,6.256976333,6.311092333,6.085145,6.343896,6.296504,6.221783667,6.245352667,6.172934,6.129267333,6.093193667,6.197628333,6.160074667,6.090123,6.537359333,6.228756667,6.217707,6.336530667,6.197045667
RXRG,6258,4.759797,4.602411,4.841751,4.71179,4.539886,4.690401,4.751702,4.805792,4.98877,4.701934,4.786883,4.638163,4.693008,4.884105,4.725308,4.504069,4.852616,4.772066,4.606416,4.915122,4.806995,4.833465,4.716711,4.732623,4.769795,4.64528,5.036726,4.75292,4.75292,4.75292,4.75292
RXYLT1,10329,5.741885,6.119633,5.8893165,5.556929,5.5324725,5.418956,5.719493,5.59424,5.3549045,5.5889405,5.340405,5.736799,5.559872,5.674603,5.5847505,5.522177,5.36428,5.4969395,5.387159,5.5291175,5.52377,5.787471,5.3836245,5.4338335,5.7563245,5.448797,5.6253915,5.7986775,5.5609575,5.5404565,6.0817765
RYBP,23429,8.376748333,8.262986,8.413577333,8.029404,8.518006667,8.241925333,7.927569333,8.49254,8.12006,8.427346,7.548077667,8.196135667,7.98398,8.453152667,8.380139333,7.902956333,8.258572667,8.135824667,8.263176667,8.19294,8.250454333,8.326543667,8.677921333,8.677968,8.791420333,8.881419667,8.554812,8.508147,8.124357667,8.165257,8.475325667
RYK,6259,6.216593333,6.105014333,6.024441,6.204869333,6.285658667,6.107387667,6.128191,6.262384667,6.415812667,6.176979,6.221932667,6.131635333,6.211123333,6.343248333,6.325345,6.125322,6.260362667,6.177733,6.260176333,6.347688,6.319874667,6.562862667,6.448367667,6.448053333,6.309998667,6.460379667,6.420921667,6.034288667,6.250191667,6.327093667,6.216278
RYR1,6261,6.362309,5.076972,5.023138,6.882428,5.837726,5.580632,5.862058,6.234741,6.319386,5.521135,5.690521,6.280196,6.088649,6.050366,6.395192,6.095639,5.93471,6.189234,6.832888,6.599397,6.259163,6.794945,5.811024,6.118549,4.819832,6.434374,5.474264,5.343124,5.883831,5.185861,6.775063
RYR2,6262,7.117901,7.9385045,8.1605795,7.811511,7.007564,6.84775,7.5732975,6.5425185,6.858944,7.322926,6.848066,7.85753,7.3611835,7.0478965,6.801775,7.1593745,6.9817515,7.029319,6.894722,7.629422,7.3226925,6.6927495,6.957695,6.4233275,6.9871345,6.9982985,6.679133,7.863526,6.3313685,6.344489,7.4246655
RYR3,6263,8.56845,8.872208,9.515838,7.83135,8.340926,8.606018,8.72413,8.180532,8.93557,7.895263,7.691747,8.696964,8.883579,8.343076,9.253575,7.798336,8.264731,8.753396,8.65994,8.538861,8.595821,8.945225,7.659797,7.143768,8.12444,7.978095,7.458693,8.080016,8.402567,7.720685,8.79782
S100A1,6271,9.01356,7.736069,8.101578,8.562402,8.666433,8.90066,8.532154,8.602731,8.885275,7.669007,8.710572,8.627373,8.586101,8.948067,9.037031,8.435532,8.627407,9.027837,8.971154,9.115762,9.037077,9.166726,8.584117,8.5478,8.110453,8.060001,8.417212,7.732787,8.801003,8.138055,8.524634
S100A10,6281,9.928277135,8.433983161,8.782432323,8.486061555,8.854501997,9.10193723,8.679689022,8.828810186,9.139910353,8.222155284,8.366971714,8.863478356,9.584030662,8.812546306,9.601625587,8.583175538,9.598238671,9.320634531,8.551910145,7.938106204,9.204433953,10.69517479,8.627653222,8.980456212,8.872532211,9.65446941,8.457445083,9.035421221,9.056986318,9.346289705,9.616131363
S100A11,6282,7.736950654,6.798747238,6.729187405,6.53752328,7.789012248,7.361584923,6.629864552,7.413751856,7.155089956,6.994865927,6.728182233,6.788093529,7.222702614,7.098812003,7.300829792,7.008382497,7.50913864,6.992692696,7.124370018,6.448801428,6.975036574,7.234131029,7.281742604,7.430220002,7.608916926,6.924490749,6.423537726,6.960831172,7.072309156,7.257229371,7.234738861
S100A11P1,729659,5.529548,5.344411,5.468406,5.268298,5.707331,5.522277,5.218239,5.713391,5.952556,5.546194,6.502927,5.335282,5.584715,5.443805,5.688394,5.709215,6.016748,5.728392,5.593674,5.598269,5.578304,5.62167,5.919725,5.6908,5.490987,5.279809,6.022592,5.621904,5.96646,6.016748,5.259155
S100A12,6283,6.07562,5.314438,5.219085,5.373927,5.543433,5.291047,5.31205,5.503425,5.811814,5.43716,6.075586,5.314703,5.467494,5.423672,5.466893,5.847905,5.792873,5.311593,5.679859,5.467494,5.315667,5.03008,5.776109,5.45151,5.940566,5.384457,5.957211,5.599014,5.91819,6.045604,5.050871
S100A13,6284,6.9282835,6.751783,6.996325,6.7049155,6.592216,6.7827915,6.738012,6.840274,6.943645,6.3910365,7.0320275,6.97978,6.861833,7.065454,7.133472,6.501603,6.6143885,7.0089805,6.9269005,6.8556195,6.7806685,7.173703,6.8077565,6.5780635,6.6477155,6.3433915,6.7233035,6.708745,6.9375175,6.536491,6.9205705
S100A2,6273,5.165097,4.82658,5.179125,4.736913,5.290805,5.147953,5.137164,5.208988,5.173649,5.227655,5.237553,5.129869,5.04467,5.212062,5.454433,5.055845,5.535669,4.94012,5.415682,4.992623,5.120338,5.406562,4.802907,5.19641,5.635651,5.161798,5.662795,5.420981,5.359163,5.61157,5.290497
S100A3,6274,5.249309,5.308977,5.316038,5.10468,5.550195,5.241485,5.409741,5.219946,5.468734,5.22989,5.720925,5.132311,5.30956,5.092666,5.437963,5.333241,5.569141,5.343777,5.237105,5.160086,5.352419,5.351924,5.640951,5.339385,5.345454,5.223799,5.365372,5.334921,5.337677,5.581955,5.333241
S100A4,6275,6.598652,5.630148,6.295949,6.001559,8.744689,5.583468,5.855842,6.661373,6.385047,6.415017,6.389617,5.727613,6.291613,6.654808,6.53133,7.068593,6.612494,6.330327,6.552025,5.654919,6.41098,6.801027,6.966311,7.846488,7.049846,6.754801,6.21413,7.111192,6.324393,6.51752,5.922878
S100A5,6276,5.35012,5.449791,5.51957,5.022765,5.471113,5.221754,5.184574,5.576996,5.607498,5.563405,5.851149,5.269711,5.551502,5.520428,5.510233,5.5608,5.710814,5.496437,5.716389,5.457999,5.433327,5.569722,5.067779,5.468574,5.393308,5.600399,5.957169,5.649266,5.487586,5.874702,5.491143
S100A6,6277,9.086589,8.737548,8.919405,8.772585,10.20298,8.699439,8.52218,8.932261,8.742987,9.086589,8.249673,8.673401,9.028902,8.861117,9.187366,9.257351,9.648979,9.0872,9.361871,8.538018,9.168415,10.2279,9.161665,9.848806,9.541789,9.416284,7.938264,9.638371,9.061285,9.082176,9.633404
S100A7,6278,4.304228,4.440257,4.215229,4.260601,4.474657,4.216075,4.496676,4.47424,4.470565,4.434076,4.633535,4.206149,4.282954,4.347631,4.298051,4.38913,4.50654,4.194982,4.510743,4.338104,4.351222,4.18759,4.25829,4.371027,4.449333,4.303097,4.699004,4.325146,4.42723,4.487604,4.232254
S100A8,6279,7.566102,4.5127225,5.9735685,5.33664,5.6514625,5.122847,4.7674155,5.301151,5.3755505,4.750208,5.53213,5.4254375,5.0649095,4.7897535,5.4186645,6.036882,5.8416825,4.300561,5.925606,4.861862,5.150271,4.376634,5.7635165,5.1550025,4.9196685,4.679664,4.564042,5.0968,5.523395,5.0574565,4.6592315
S100A9,6280,6.0244,4.572316,5.056316,4.725302,4.880584,4.974286,4.767442,4.934091,4.912293,4.885163,5.54253,4.658754,4.891633,4.800851,5.180548,5.202394,5.247794,4.911456,5.188681,4.837315,4.987898,4.511224,5.012928,5.320207,5.108448,4.57813,5.34583,5.173261,4.92236,5.244203,4.67047
S100B,6285,9.530763,8.937882,8.427728,8.469793,8.449269,9.407075,9.321544,8.865387,9.525541,8.113129,7.60739,8.837308,9.335218,9.922026,10.14181,7.775985,9.473587,9.354398,9.215161,8.51706,9.325233,10.42704,9.220052,8.896196,8.554393,9.683494,8.736441,7.478206,9.505072,8.830682,10.27625
S100G,795,4.720528,4.650822,4.501168,4.499833,4.600787,4.558669,4.521991,5.062332,4.441881,4.726662,5.478895,4.391613,4.539255,4.660469,4.558332,4.819514,4.686103,4.637267,4.408943,4.550475,4.470468,4.390954,4.235534,4.513839,4.758183,4.506368,5.221162,5.198673,4.81843,4.841448,4.637267
S100P,6286,5.118395,5.07255,5.187575,4.669802,4.732347,4.801313,5.046517,4.795097,5.069167,4.953565,5.64006,4.846732,4.816314,4.969942,5.010847,4.968886,5.002975,4.875083,4.951925,4.805113,4.911962,4.700443,4.761039,4.913625,5.14588,4.913974,5.39134,5.194121,5.092505,4.938536,4.883555
S100PBP,64766,6.51713,6.683264,6.733475,6.271542,6.694693,6.643072,6.438132,6.563626,6.737423,6.693527,6.193805,6.526026,6.91851,6.744141,6.909595,6.164101,6.513505,6.692584,6.829942,6.593975,6.677085,6.828896,6.859151,6.643072,6.698817,6.525095,6.296557,6.595131,6.846499,6.734795,6.735802
S1PR1,1901,7.106208,6.987322,7.326647,7.186163,7.047553,7.248261,7.237693,7.232695,7.608838,7.448008,7.411636,7.109383,7.738828,7.076516,7.875019,7.35952,7.192074,7.279545,7.311694,7.384794,8.145688,8.141571,7.463553,7.554942,7.067677,7.009082,6.741315,7.096882,7.339444,7.485697,6.759682
S1PR2,9294,5.365319,5.353761,5.220808,5.207712,5.035043,5.381572,5.298682,5.444805,5.602894,5.353246,6.268397,5.194632,5.137206,5.165139,5.349715,5.529719,5.643139,5.374275,5.507494,5.218521,5.147666,5.267903,5.326686,5.364012,5.776959,5.26706,6.040959,5.604456,5.52395,5.872996,5.270343
S1PR4,8698,6.43651,5.956547,6.407494,5.89164,6.372074,6.134977,6.030441,6.072463,6.491761,6.33938,7.019634,6.007933,5.972231,6.103443,6.119625,6.496174,6.497634,6.217811,6.288025,6.264865,6.135331,5.953984,6.524731,6.428137,6.345976,5.951742,6.980607,6.555515,6.541632,6.404863,5.7878
S1PR5,53637,5.567021,5.420097,5.222608,5.244197,5.167029,5.182882,5.394338,5.298274,5.231117,5.394366,5.501539,5.254495,5.022736,5.61441,5.175037,5.168103,5.298274,5.306306,5.320229,5.231384,5.20994,5.229858,5.364566,5.298274,6.077415,5.163832,5.389261,5.394376,5.346043,5.64972,5.359866
